species,X,Y,roads,rivers,aspect,fla,slope,tpi,twi,soc,bkd,BIO03,BIO06,BIO15,ndwi2021,dndvi,wo
Phytophthora_PA3_allRun,474499.178838266,4432955.58603606,229.750854492188,276.258941650391,56.1181640625,1534.50854492188,16.5481491088867,0.12839163839817,5.89662075042725,22.834156036377,1.27904772758484,39.1920166015625,5.40855836868286,54.052001953125,-0.302984595298767,-0.0147418044507504,1
Phytophthora_PA3_allRun,478371.81527373,4438053.24765695,57.0641784667969,100.149169921875,234.424728393555,436.701477050781,6.35782051086426,0.730417191982269,5.96241140365601,23.3845844268799,1.34755182266235,38.0157470703125,5.15892028808594,53.4744682312012,-0.4571692943573,0.051875576376915,1
Phytophthora_PA3_allRun,478507.926276113,4430873.63775283,159.216125488281,72.6750335693359,81.9082717895508,614.510986328125,17.3922176361084,0.994773149490356,5.08716773986816,18.5730171203613,1.29000556468964,40.5365028381348,5.17481708526611,53.2689399719238,-0.334472894668579,-0.0197251383215189,1
Phytophthora_PA3_allRun,474628.990813098,4433971.15024905,26.1990718841553,337.181701660156,256.809967041016,2356.20727539062,1.47736787796021,0.114614680409431,8.94904136657715,22.5782527923584,1.26849329471588,38.1867866516113,5.42036104202271,53.9016609191895,-0.390018075704575,-0.0364339463412762,1
Phytophthora_PA3_allRun,477850.394008106,4435255.02371902,28.6867122650146,334.561553955078,131.604141235352,1614.73107910156,1.33322763442993,0.00611459370702505,8.55114555358887,24.5648574829102,1.2905935049057,38.0189819335938,5.16431999206543,53.3517761230469,-0.364029854536057,0.00163077446632087,1
Phytophthora_PA3_allRun,477499.819534493,4433530.09478197,62.8898963928223,323.186492919922,278.465362548828,3149.06518554688,3.39404773712158,-0.253409445285797,8.58499622344971,22.7740840911865,1.3141131401062,38.2939758300781,5.29651689529419,53.3441963195801,-0.34162700176239,0.0185792800039053,1
Phytophthora_PA3_allRun,481387.943667635,4433982.47112763,122.075004577637,127.040954589844,313.408905029297,5420.5380859375,0.421771019697189,-0.145934209227562,14.1778593063354,21.2560195922852,1.34301054477692,38.7233390808105,5.23601150512695,52.639087677002,-0.372648924589157,-0.00664580008015037,1
Phytophthora_PA3_allRun,481584.016022811,4433922.88752311,17.7489566802979,332.591186523438,291.332305908203,1727.44104003906,2.07155847549438,0.211687088012695,8.36064624786377,21.5896778106689,1.31856822967529,38.6821594238281,5.23101139068604,52.5822525024414,-0.379519551992416,0.00421414850279689,1
Phytophthora_PA3_allRun,477478.774392465,4430367.01775964,135.313491821289,32.485294342041,158.460968017578,3470.66040039062,1.36799597740173,-0.170870959758759,11.5969266891479,20.1627216339111,1.34004139900208,41.4257965087891,5.10371589660645,53.5429573059082,-0.311614871025085,-0.0885403156280518,1
Phytophthora_PA3_allRun,478664.499375238,4431013.90701039,67.7574768066406,62.5394020080566,212.266525268555,2107.43017578125,3.72550582885742,0.162589892745018,7.53530836105347,19.0576858520508,1.28685474395752,40.5647087097168,5.1779146194458,53.2624931335449,-0.317764014005661,-0.0187735743820667,1
Phytophthora_PA3_allRun,477440.34325499,4435066.75039237,326.222442626953,511.536468505859,196.81623840332,3934.23559570312,2.11985158920288,0.013543426990509,9.04770565032959,24.1829414367676,1.29224300384521,38.0658912658691,5.18690776824951,53.4175605773926,-0.411091536283493,0.0170301403850317,1
Phytophthora_PA3_allRun,473805.036298005,4434472.10105186,97.9049758911133,140.911514282227,220.901275634766,7170.04931640625,3.28416562080383,0.131151810288429,9.05363941192627,19.3374900817871,1.30089271068573,38.3955535888672,5.66442537307739,54.1608009338379,-0.336789488792419,-0.00450982758775353,1
Phytophthora_PA3_allRun,479363.99093796,4432988.27759856,190.343551635742,31.6250476837158,187.653137207031,2761.359375,5.50462436676025,-0.63441789150238,8.36997509002686,21.7267608642578,1.34159636497498,39.4853401184082,5.26877069473267,53.1804656982422,-0.33228212594986,-0.0118049066513777,1
Phytophthora_PA3_allRun,477513.339835345,4430321.98176289,173.481918334961,15.770058631897,155.980102539062,20940.203125,0.596942067146301,-0.410321682691574,16.0719337463379,20.1145648956299,1.34265625476837,41.4387550354004,5.09655094146729,53.5221672058105,-0.469070434570312,-0.346312612295151,1
Phytophthora_PA3_allRun,475751.494564062,4435485.3597763,80.1820678710938,335.651672363281,209.861419677734,1633.77038574219,1.94382977485657,0.0472008027136326,8.14781284332275,22.8868732452393,1.27595293521881,38.0909957885742,5.52321815490723,53.6504783630371,-0.423196196556091,0.0214400254189968,1
Phytophthora_PA3_allRun,477624.034953912,4431106.22442181,484.859344482422,49.1503524780273,251.130523681641,1666.32885742188,9.30068302154541,-0.650733292102814,6.67695999145508,17.9920692443848,1.31862342357635,40.3374176025391,5.23203325271606,53.44384765625,-0.314536809921265,-0.0215354394167662,1
Phytophthora_PA3_allRun,478578.955216179,4435857.94086172,13.0418300628662,263.427032470703,164.047454833984,4171.00244140625,1.88564157485962,0.049849160015583,9.22524642944336,23.5724849700928,1.27998495101929,38.0797576904297,5.09002685546875,53.2634658813477,-0.301041126251221,0.0187515988945961,1
Phytophthora_PA3_allRun,477759.666049652,4430806.00885653,374.078338623047,241.38655090332,168.532135009766,602.899353027344,4.83680152893066,0.454920768737793,6.46033668518066,18.5017986297607,1.34304690361023,40.6172981262207,5.18880176544189,53.4462966918945,-0.312528371810913,-0.0212195049971342,1
Phytophthora_PA3_allRun,476801.644926592,4434768.70983185,67.7143707275391,222.472351074219,167.958877563477,2132.0390625,3.45576238632202,0.205470025539398,8.05132865905762,21.6373805999756,1.30532836914062,38.1902847290039,5.22919988632202,53.5530815124512,-0.419684171676636,0.00695097958669066,1
Phytophthora_PA3_allRun,479679.272962021,4433069.73710096,153.961898803711,123.361717224121,180.645385742188,3017.27319335938,8.37974548339844,-0.368259072303772,7.53870058059692,23.3786392211914,1.30907452106476,39.3083038330078,5.27065896987915,53.0834884643555,-0.334525763988495,-0.053399320691824,1
Phytophthora_PA3_allRun,478624.753504868,4431595.33966863,21.8289909362793,19.3217334747314,251.392700195312,19094.33203125,5.6419677734375,-0.770244359970093,9.6627140045166,20.05495262146,1.32782006263733,40.3373374938965,5.21041345596313,53.3065032958984,-0.364951878786087,-0.0275405962020159,1
Phytophthora_PA3_allRun,477317.102137586,4432161.03871947,93.9924468994141,249.783447265625,190.870635986328,1219.05529785156,12.5401773452759,-0.817418217658997,6.14212036132812,21.3369445800781,1.25594365596771,38.8482513427734,5.32648801803589,53.3176536560059,-0.25684642791748,0.00523590622469783,1
Phytophthora_PA3_allRun,477389.601427484,4433486.20027707,60.782283782959,212.267959594727,272.560302734375,2570.08203125,3.15118813514709,0.458408117294312,8.69656085968018,22.2889385223389,1.31760907173157,38.3489265441895,5.30027103424072,53.3665008544922,-0.367433249950409,0.00595226977020502,1
Phytophthora_PA3_allRun,477331.268557614,4430851.82827333,187.008178710938,93.3234252929688,95.8525238037109,1660.96398925781,0.888952791690826,0.0299892146140337,10.3408308029175,17.6386070251465,1.34805357456207,40.9492568969727,5.14759302139282,53.6167945861816,-0.238337084650993,0.00336478231474757,1
Phytophthora_PA3_allRun,483105.818653542,4434799.14261903,25.9007701873779,349.1318359375,320.739349365234,1134.91455078125,0.693480551242828,0.163989037275314,8.80078983306885,22.1551914215088,1.29122626781464,38.4300651550293,5.03531551361084,52.3600273132324,-0.300353050231934,0.000396401563193649,1
Phytophthora_PA3_allRun,477411.101161117,4431327.73178646,261.837493896484,153.659271240234,96.3915328979492,251.449508666992,6.58862924575806,2.50048470497131,5.12868547439575,18.0148448944092,1.29262244701385,40.0172348022461,5.26906585693359,53.4449691772461,-0.325845837593079,-0.0140111781656742,1
Phytophthora_PA3_allRun,474662.217253871,4432829.65291504,13.8510837554932,78.2502593994141,108.906639099121,1546.06579589844,9.95572280883789,0.473881363868713,6.55179166793823,21.3105888366699,1.3185601234436,39.922290802002,5.34708023071289,54.1856575012207,-0.322921246290207,-0.00740694580599666,1
Phytophthora_PA3_allRun,474595.68047004,4434948.17526879,8.11342525482178,326.768127441406,198.294357299805,17527.412109375,3.01308178901672,-0.281288415193558,11.9953441619873,20.5521373748779,1.32356905937195,38.0820693969727,5.62024593353271,53.9646873474121,-0.371938139200211,-0.0144102675840259,1
Phytophthora_PA3_allRun,482944.330773145,4433965.7794145,98.6389770507812,871.109008789062,196.670288085938,2113.72021484375,1.24721908569336,0.049002394080162,8.98860740661621,23.5200328826904,1.28218007087708,38.2235145568848,5.13485956192017,52.1707229614258,-0.383552014827728,-0.00581224728375673,1
Phytophthora_PA3_allRun,477147.274682764,4434525.32007697,40.3181343078613,67.5466461181641,166.457611083984,10901.2841796875,5.68687009811401,-0.162150114774704,9.14368057250977,20.9606628417969,1.32985806465149,38.2529602050781,5.21267318725586,53.502368927002,-0.401414185762405,0.0546066798269749,1
Phytophthora_PA3_allRun,474441.366368383,4433592.86338531,110.538543701172,484.954681396484,126.629302978516,6297.17626953125,13.0002899169922,-1.78276336193085,7.58357095718384,21.2544384002686,1.27760064601898,38.7710952758789,5.43135070800781,54.0429229736328,-0.353686839342117,-0.0101241068914533,1
